shape,boxes,labels,models,obbs,ops,part_mesh_indices,syms
Chair_2871,dropbox/Chair/boxes/2871.mat,dropbox/Chair/labels/2871.mat,dropbox/Chair/models/38820.obj,dropbox/Chair/obbs/38820.obb,dropbox/Chair/ops/2871.mat,dropbox/Chair/part mesh indices/2871.mat,dropbox/Chair/syms/2871.mat
Chair_2872,dropbox/Chair/boxes/2872.mat,dropbox/Chair/labels/2872.mat,dropbox/Chair/models/38821.obj,dropbox/Chair/obbs/38821.obb,dropbox/Chair/ops/2872.mat,dropbox/Chair/part mesh indices/2872.mat,dropbox/Chair/syms/2872.mat
Chair_2873,dropbox/Chair/boxes/2873.mat,dropbox/Chair/labels/2873.mat,dropbox/Chair/models/38824.obj,dropbox/Chair/obbs/38824.obb,dropbox/Chair/ops/2873.mat,dropbox/Chair/part mesh indices/2873.mat,dropbox/Chair/syms/2873.mat
Chair_2874,dropbox/Chair/boxes/2874.mat,dropbox/Chair/labels/2874.mat,dropbox/Chair/models/38825.obj,dropbox/Chair/obbs/38825.obb,dropbox/Chair/ops/2874.mat,dropbox/Chair/part mesh indices/2874.mat,dropbox/Chair/syms/2874.mat
Chair_2875,dropbox/Chair/boxes/2875.mat,dropbox/Chair/labels/2875.mat,dropbox/Chair/models/38826.obj,dropbox/Chair/obbs/38826.obb,dropbox/Chair/ops/2875.mat,dropbox/Chair/part mesh indices/2875.mat,dropbox/Chair/syms/2875.mat
Chair_2876,dropbox/Chair/boxes/2876.mat,dropbox/Chair/labels/2876.mat,dropbox/Chair/models/38827.obj,dropbox/Chair/obbs/38827.obb,dropbox/Chair/ops/2876.mat,dropbox/Chair/part mesh indices/2876.mat,dropbox/Chair/syms/2876.mat
Chair_2877,dropbox/Chair/boxes/2877.mat,dropbox/Chair/labels/2877.mat,dropbox/Chair/models/38829.obj,dropbox/Chair/obbs/38829.obb,dropbox/Chair/ops/2877.mat,dropbox/Chair/part mesh indices/2877.mat,dropbox/Chair/syms/2877.mat
Chair_2878,dropbox/Chair/boxes/2878.mat,dropbox/Chair/labels/2878.mat,dropbox/Chair/models/38830.obj,dropbox/Chair/obbs/38830.obb,dropbox/Chair/ops/2878.mat,dropbox/Chair/part mesh indices/2878.mat,dropbox/Chair/syms/2878.mat
Chair_2879,dropbox/Chair/boxes/2879.mat,dropbox/Chair/labels/2879.mat,dropbox/Chair/models/38831.obj,dropbox/Chair/obbs/38831.obb,dropbox/Chair/ops/2879.mat,dropbox/Chair/part mesh indices/2879.mat,dropbox/Chair/syms/2879.mat
Chair_288,dropbox/Chair/boxes/288.mat,dropbox/Chair/labels/288.mat,dropbox/Chair/models/2471.obj,dropbox/Chair/obbs/2471.obb,dropbox/Chair/ops/288.mat,dropbox/Chair/part mesh indices/288.mat,dropbox/Chair/syms/288.mat
Chair_2880,dropbox/Chair/boxes/2880.mat,dropbox/Chair/labels/2880.mat,dropbox/Chair/models/38832.obj,dropbox/Chair/obbs/38832.obb,dropbox/Chair/ops/2880.mat,dropbox/Chair/part mesh indices/2880.mat,dropbox/Chair/syms/2880.mat
Chair_2881,dropbox/Chair/boxes/2881.mat,dropbox/Chair/labels/2881.mat,dropbox/Chair/models/38833.obj,dropbox/Chair/obbs/38833.obb,dropbox/Chair/ops/2881.mat,dropbox/Chair/part mesh indices/2881.mat,dropbox/Chair/syms/2881.mat
Chair_2882,dropbox/Chair/boxes/2882.mat,dropbox/Chair/labels/2882.mat,dropbox/Chair/models/38836.obj,dropbox/Chair/obbs/38836.obb,dropbox/Chair/ops/2882.mat,dropbox/Chair/part mesh indices/2882.mat,dropbox/Chair/syms/2882.mat
Chair_2883,dropbox/Chair/boxes/2883.mat,dropbox/Chair/labels/2883.mat,dropbox/Chair/models/38842.obj,dropbox/Chair/obbs/38842.obb,dropbox/Chair/ops/2883.mat,dropbox/Chair/part mesh indices/2883.mat,dropbox/Chair/syms/2883.mat
Chair_2884,dropbox/Chair/boxes/2884.mat,dropbox/Chair/labels/2884.mat,dropbox/Chair/models/38844.obj,dropbox/Chair/obbs/38844.obb,dropbox/Chair/ops/2884.mat,dropbox/Chair/part mesh indices/2884.mat,dropbox/Chair/syms/2884.mat
Chair_2885,dropbox/Chair/boxes/2885.mat,dropbox/Chair/labels/2885.mat,dropbox/Chair/models/38846.obj,dropbox/Chair/obbs/38846.obb,dropbox/Chair/ops/2885.mat,dropbox/Chair/part mesh indices/2885.mat,dropbox/Chair/syms/2885.mat
Chair_2886,dropbox/Chair/boxes/2886.mat,dropbox/Chair/labels/2886.mat,dropbox/Chair/models/38847.obj,dropbox/Chair/obbs/38847.obb,dropbox/Chair/ops/2886.mat,dropbox/Chair/part mesh indices/2886.mat,dropbox/Chair/syms/2886.mat
Chair_2887,dropbox/Chair/boxes/2887.mat,dropbox/Chair/labels/2887.mat,dropbox/Chair/models/38850.obj,dropbox/Chair/obbs/38850.obb,dropbox/Chair/ops/2887.mat,dropbox/Chair/part mesh indices/2887.mat,dropbox/Chair/syms/2887.mat
Chair_2888,dropbox/Chair/boxes/2888.mat,dropbox/Chair/labels/2888.mat,dropbox/Chair/models/38851.obj,dropbox/Chair/obbs/38851.obb,dropbox/Chair/ops/2888.mat,dropbox/Chair/part mesh indices/2888.mat,dropbox/Chair/syms/2888.mat
Chair_2889,dropbox/Chair/boxes/2889.mat,dropbox/Chair/labels/2889.mat,dropbox/Chair/models/38852.obj,dropbox/Chair/obbs/38852.obb,dropbox/Chair/ops/2889.mat,dropbox/Chair/part mesh indices/2889.mat,dropbox/Chair/syms/2889.mat
Chair_289,dropbox/Chair/boxes/289.mat,dropbox/Chair/labels/289.mat,dropbox/Chair/models/2472.obj,dropbox/Chair/obbs/2472.obb,dropbox/Chair/ops/289.mat,dropbox/Chair/part mesh indices/289.mat,dropbox/Chair/syms/289.mat
Chair_2890,dropbox/Chair/boxes/2890.mat,dropbox/Chair/labels/2890.mat,dropbox/Chair/models/38853.obj,dropbox/Chair/obbs/38853.obb,dropbox/Chair/ops/2890.mat,dropbox/Chair/part mesh indices/2890.mat,dropbox/Chair/syms/2890.mat
Chair_2891,dropbox/Chair/boxes/2891.mat,dropbox/Chair/labels/2891.mat,dropbox/Chair/models/38854.obj,dropbox/Chair/obbs/38854.obb,dropbox/Chair/ops/2891.mat,dropbox/Chair/part mesh indices/2891.mat,dropbox/Chair/syms/2891.mat
Chair_2892,dropbox/Chair/boxes/2892.mat,dropbox/Chair/labels/2892.mat,dropbox/Chair/models/38856.obj,dropbox/Chair/obbs/38856.obb,dropbox/Chair/ops/2892.mat,dropbox/Chair/part mesh indices/2892.mat,dropbox/Chair/syms/2892.mat
Chair_2893,dropbox/Chair/boxes/2893.mat,dropbox/Chair/labels/2893.mat,dropbox/Chair/models/38858.obj,dropbox/Chair/obbs/38858.obb,dropbox/Chair/ops/2893.mat,dropbox/Chair/part mesh indices/2893.mat,dropbox/Chair/syms/2893.mat
Chair_2894,dropbox/Chair/boxes/2894.mat,dropbox/Chair/labels/2894.mat,dropbox/Chair/models/38863.obj,dropbox/Chair/obbs/38863.obb,dropbox/Chair/ops/2894.mat,dropbox/Chair/part mesh indices/2894.mat,dropbox/Chair/syms/2894.mat
Chair_2895,dropbox/Chair/boxes/2895.mat,dropbox/Chair/labels/2895.mat,dropbox/Chair/models/38865.obj,dropbox/Chair/obbs/38865.obb,dropbox/Chair/ops/2895.mat,dropbox/Chair/part mesh indices/2895.mat,dropbox/Chair/syms/2895.mat
Chair_2896,dropbox/Chair/boxes/2896.mat,dropbox/Chair/labels/2896.mat,dropbox/Chair/models/38866.obj,dropbox/Chair/obbs/38866.obb,dropbox/Chair/ops/2896.mat,dropbox/Chair/part mesh indices/2896.mat,dropbox/Chair/syms/2896.mat
Chair_2897,dropbox/Chair/boxes/2897.mat,dropbox/Chair/labels/2897.mat,dropbox/Chair/models/38867.obj,dropbox/Chair/obbs/38867.obb,dropbox/Chair/ops/2897.mat,dropbox/Chair/part mesh indices/2897.mat,dropbox/Chair/syms/2897.mat
Chair_2898,dropbox/Chair/boxes/2898.mat,dropbox/Chair/labels/2898.mat,dropbox/Chair/models/38868.obj,dropbox/Chair/obbs/38868.obb,dropbox/Chair/ops/2898.mat,dropbox/Chair/part mesh indices/2898.mat,dropbox/Chair/syms/2898.mat
Chair_2899,dropbox/Chair/boxes/2899.mat,dropbox/Chair/labels/2899.mat,dropbox/Chair/models/38871.obj,dropbox/Chair/obbs/38871.obb,dropbox/Chair/ops/2899.mat,dropbox/Chair/part mesh indices/2899.mat,dropbox/Chair/syms/2899.mat
Chair_29,dropbox/Chair/boxes/29.mat,dropbox/Chair/labels/29.mat,dropbox/Chair/models/1363.obj,dropbox/Chair/obbs/1363.obb,dropbox/Chair/ops/29.mat,dropbox/Chair/part mesh indices/29.mat,dropbox/Chair/syms/29.mat
Chair_290,dropbox/Chair/boxes/290.mat,dropbox/Chair/labels/290.mat,dropbox/Chair/models/2474.obj,dropbox/Chair/obbs/2474.obb,dropbox/Chair/ops/290.mat,dropbox/Chair/part mesh indices/290.mat,dropbox/Chair/syms/290.mat
Chair_2900,dropbox/Chair/boxes/2900.mat,dropbox/Chair/labels/2900.mat,dropbox/Chair/models/38876.obj,dropbox/Chair/obbs/38876.obb,dropbox/Chair/ops/2900.mat,dropbox/Chair/part mesh indices/2900.mat,dropbox/Chair/syms/2900.mat
Chair_2901,dropbox/Chair/boxes/2901.mat,dropbox/Chair/labels/2901.mat,dropbox/Chair/models/38877.obj,dropbox/Chair/obbs/38877.obb,dropbox/Chair/ops/2901.mat,dropbox/Chair/part mesh indices/2901.mat,dropbox/Chair/syms/2901.mat
Chair_2902,dropbox/Chair/boxes/2902.mat,dropbox/Chair/labels/2902.mat,dropbox/Chair/models/38880.obj,dropbox/Chair/obbs/38880.obb,dropbox/Chair/ops/2902.mat,dropbox/Chair/part mesh indices/2902.mat,dropbox/Chair/syms/2902.mat
Chair_2903,dropbox/Chair/boxes/2903.mat,dropbox/Chair/labels/2903.mat,dropbox/Chair/models/38881.obj,dropbox/Chair/obbs/38881.obb,dropbox/Chair/ops/2903.mat,dropbox/Chair/part mesh indices/2903.mat,dropbox/Chair/syms/2903.mat
Chair_2904,dropbox/Chair/boxes/2904.mat,dropbox/Chair/labels/2904.mat,dropbox/Chair/models/38883.obj,dropbox/Chair/obbs/38883.obb,dropbox/Chair/ops/2904.mat,dropbox/Chair/part mesh indices/2904.mat,dropbox/Chair/syms/2904.mat
Chair_2905,dropbox/Chair/boxes/2905.mat,dropbox/Chair/labels/2905.mat,dropbox/Chair/models/38889.obj,dropbox/Chair/obbs/38889.obb,dropbox/Chair/ops/2905.mat,dropbox/Chair/part mesh indices/2905.mat,dropbox/Chair/syms/2905.mat
Chair_2906,dropbox/Chair/boxes/2906.mat,dropbox/Chair/labels/2906.mat,dropbox/Chair/models/38893.obj,dropbox/Chair/obbs/38893.obb,dropbox/Chair/ops/2906.mat,dropbox/Chair/part mesh indices/2906.mat,dropbox/Chair/syms/2906.mat
Chair_2907,dropbox/Chair/boxes/2907.mat,dropbox/Chair/labels/2907.mat,dropbox/Chair/models/38894.obj,dropbox/Chair/obbs/38894.obb,dropbox/Chair/ops/2907.mat,dropbox/Chair/part mesh indices/2907.mat,dropbox/Chair/syms/2907.mat
Chair_2908,dropbox/Chair/boxes/2908.mat,dropbox/Chair/labels/2908.mat,dropbox/Chair/models/38895.obj,dropbox/Chair/obbs/38895.obb,dropbox/Chair/ops/2908.mat,dropbox/Chair/part mesh indices/2908.mat,dropbox/Chair/syms/2908.mat
Chair_2909,dropbox/Chair/boxes/2909.mat,dropbox/Chair/labels/2909.mat,dropbox/Chair/models/38896.obj,dropbox/Chair/obbs/38896.obb,dropbox/Chair/ops/2909.mat,dropbox/Chair/part mesh indices/2909.mat,dropbox/Chair/syms/2909.mat
Chair_291,dropbox/Chair/boxes/291.mat,dropbox/Chair/labels/291.mat,dropbox/Chair/models/2475.obj,dropbox/Chair/obbs/2475.obb,dropbox/Chair/ops/291.mat,dropbox/Chair/part mesh indices/291.mat,dropbox/Chair/syms/291.mat
Chair_2910,dropbox/Chair/boxes/2910.mat,dropbox/Chair/labels/2910.mat,dropbox/Chair/models/38897.obj,dropbox/Chair/obbs/38897.obb,dropbox/Chair/ops/2910.mat,dropbox/Chair/part mesh indices/2910.mat,dropbox/Chair/syms/2910.mat
Chair_2911,dropbox/Chair/boxes/2911.mat,dropbox/Chair/labels/2911.mat,dropbox/Chair/models/38899.obj,dropbox/Chair/obbs/38899.obb,dropbox/Chair/ops/2911.mat,dropbox/Chair/part mesh indices/2911.mat,dropbox/Chair/syms/2911.mat
Chair_2912,dropbox/Chair/boxes/2912.mat,dropbox/Chair/labels/2912.mat,dropbox/Chair/models/38901.obj,dropbox/Chair/obbs/38901.obb,dropbox/Chair/ops/2912.mat,dropbox/Chair/part mesh indices/2912.mat,dropbox/Chair/syms/2912.mat
Chair_2913,dropbox/Chair/boxes/2913.mat,dropbox/Chair/labels/2913.mat,dropbox/Chair/models/38902.obj,dropbox/Chair/obbs/38902.obb,dropbox/Chair/ops/2913.mat,dropbox/Chair/part mesh indices/2913.mat,dropbox/Chair/syms/2913.mat
Chair_2914,dropbox/Chair/boxes/2914.mat,dropbox/Chair/labels/2914.mat,dropbox/Chair/models/38903.obj,dropbox/Chair/obbs/38903.obb,dropbox/Chair/ops/2914.mat,dropbox/Chair/part mesh indices/2914.mat,dropbox/Chair/syms/2914.mat
Chair_2915,dropbox/Chair/boxes/2915.mat,dropbox/Chair/labels/2915.mat,dropbox/Chair/models/38904.obj,dropbox/Chair/obbs/38904.obb,dropbox/Chair/ops/2915.mat,dropbox/Chair/part mesh indices/2915.mat,dropbox/Chair/syms/2915.mat
Chair_2916,dropbox/Chair/boxes/2916.mat,dropbox/Chair/labels/2916.mat,dropbox/Chair/models/38905.obj,dropbox/Chair/obbs/38905.obb,dropbox/Chair/ops/2916.mat,dropbox/Chair/part mesh indices/2916.mat,dropbox/Chair/syms/2916.mat
Chair_2917,dropbox/Chair/boxes/2917.mat,dropbox/Chair/labels/2917.mat,dropbox/Chair/models/38906.obj,dropbox/Chair/obbs/38906.obb,dropbox/Chair/ops/2917.mat,dropbox/Chair/part mesh indices/2917.mat,dropbox/Chair/syms/2917.mat
Chair_2918,dropbox/Chair/boxes/2918.mat,dropbox/Chair/labels/2918.mat,dropbox/Chair/models/38907.obj,dropbox/Chair/obbs/38907.obb,dropbox/Chair/ops/2918.mat,dropbox/Chair/part mesh indices/2918.mat,dropbox/Chair/syms/2918.mat
Chair_2919,dropbox/Chair/boxes/2919.mat,dropbox/Chair/labels/2919.mat,dropbox/Chair/models/38909.obj,dropbox/Chair/obbs/38909.obb,dropbox/Chair/ops/2919.mat,dropbox/Chair/part mesh indices/2919.mat,dropbox/Chair/syms/2919.mat
Chair_292,dropbox/Chair/boxes/292.mat,dropbox/Chair/labels/292.mat,dropbox/Chair/models/2476.obj,dropbox/Chair/obbs/2476.obb,dropbox/Chair/ops/292.mat,dropbox/Chair/part mesh indices/292.mat,dropbox/Chair/syms/292.mat
Chair_2920,dropbox/Chair/boxes/2920.mat,dropbox/Chair/labels/2920.mat,dropbox/Chair/models/38910.obj,dropbox/Chair/obbs/38910.obb,dropbox/Chair/ops/2920.mat,dropbox/Chair/part mesh indices/2920.mat,dropbox/Chair/syms/2920.mat
Chair_2921,dropbox/Chair/boxes/2921.mat,dropbox/Chair/labels/2921.mat,dropbox/Chair/models/38912.obj,dropbox/Chair/obbs/38912.obb,dropbox/Chair/ops/2921.mat,dropbox/Chair/part mesh indices/2921.mat,dropbox/Chair/syms/2921.mat
Chair_2922,dropbox/Chair/boxes/2922.mat,dropbox/Chair/labels/2922.mat,dropbox/Chair/models/38913.obj,dropbox/Chair/obbs/38913.obb,dropbox/Chair/ops/2922.mat,dropbox/Chair/part mesh indices/2922.mat,dropbox/Chair/syms/2922.mat
Chair_2923,dropbox/Chair/boxes/2923.mat,dropbox/Chair/labels/2923.mat,dropbox/Chair/models/38915.obj,dropbox/Chair/obbs/38915.obb,dropbox/Chair/ops/2923.mat,dropbox/Chair/part mesh indices/2923.mat,dropbox/Chair/syms/2923.mat
Chair_2924,dropbox/Chair/boxes/2924.mat,dropbox/Chair/labels/2924.mat,dropbox/Chair/models/38916.obj,dropbox/Chair/obbs/38916.obb,dropbox/Chair/ops/2924.mat,dropbox/Chair/part mesh indices/2924.mat,dropbox/Chair/syms/2924.mat
Chair_2925,dropbox/Chair/boxes/2925.mat,dropbox/Chair/labels/2925.mat,dropbox/Chair/models/38917.obj,dropbox/Chair/obbs/38917.obb,dropbox/Chair/ops/2925.mat,dropbox/Chair/part mesh indices/2925.mat,dropbox/Chair/syms/2925.mat
Chair_2926,dropbox/Chair/boxes/2926.mat,dropbox/Chair/labels/2926.mat,dropbox/Chair/models/38918.obj,dropbox/Chair/obbs/38918.obb,dropbox/Chair/ops/2926.mat,dropbox/Chair/part mesh indices/2926.mat,dropbox/Chair/syms/2926.mat
Chair_2927,dropbox/Chair/boxes/2927.mat,dropbox/Chair/labels/2927.mat,dropbox/Chair/models/38920.obj,dropbox/Chair/obbs/38920.obb,dropbox/Chair/ops/2927.mat,dropbox/Chair/part mesh indices/2927.mat,dropbox/Chair/syms/2927.mat
Chair_2928,dropbox/Chair/boxes/2928.mat,dropbox/Chair/labels/2928.mat,dropbox/Chair/models/38921.obj,dropbox/Chair/obbs/38921.obb,dropbox/Chair/ops/2928.mat,dropbox/Chair/part mesh indices/2928.mat,dropbox/Chair/syms/2928.mat
Chair_2929,dropbox/Chair/boxes/2929.mat,dropbox/Chair/labels/2929.mat,dropbox/Chair/models/38922.obj,dropbox/Chair/obbs/38922.obb,dropbox/Chair/ops/2929.mat,dropbox/Chair/part mesh indices/2929.mat,dropbox/Chair/syms/2929.mat
Chair_293,dropbox/Chair/boxes/293.mat,dropbox/Chair/labels/293.mat,dropbox/Chair/models/2477.obj,dropbox/Chair/obbs/2477.obb,dropbox/Chair/ops/293.mat,dropbox/Chair/part mesh indices/293.mat,dropbox/Chair/syms/293.mat
Chair_2930,dropbox/Chair/boxes/2930.mat,dropbox/Chair/labels/2930.mat,dropbox/Chair/models/38923.obj,dropbox/Chair/obbs/38923.obb,dropbox/Chair/ops/2930.mat,dropbox/Chair/part mesh indices/2930.mat,dropbox/Chair/syms/2930.mat
Chair_2931,dropbox/Chair/boxes/2931.mat,dropbox/Chair/labels/2931.mat,dropbox/Chair/models/38925.obj,dropbox/Chair/obbs/38925.obb,dropbox/Chair/ops/2931.mat,dropbox/Chair/part mesh indices/2931.mat,dropbox/Chair/syms/2931.mat
Chair_2932,dropbox/Chair/boxes/2932.mat,dropbox/Chair/labels/2932.mat,dropbox/Chair/models/38926.obj,dropbox/Chair/obbs/38926.obb,dropbox/Chair/ops/2932.mat,dropbox/Chair/part mesh indices/2932.mat,dropbox/Chair/syms/2932.mat
Chair_2933,dropbox/Chair/boxes/2933.mat,dropbox/Chair/labels/2933.mat,dropbox/Chair/models/38927.obj,dropbox/Chair/obbs/38927.obb,dropbox/Chair/ops/2933.mat,dropbox/Chair/part mesh indices/2933.mat,dropbox/Chair/syms/2933.mat
Chair_2934,dropbox/Chair/boxes/2934.mat,dropbox/Chair/labels/2934.mat,dropbox/Chair/models/38928.obj,dropbox/Chair/obbs/38928.obb,dropbox/Chair/ops/2934.mat,dropbox/Chair/part mesh indices/2934.mat,dropbox/Chair/syms/2934.mat
Chair_2935,dropbox/Chair/boxes/2935.mat,dropbox/Chair/labels/2935.mat,dropbox/Chair/models/38929.obj,dropbox/Chair/obbs/38929.obb,dropbox/Chair/ops/2935.mat,dropbox/Chair/part mesh indices/2935.mat,dropbox/Chair/syms/2935.mat
Chair_2936,dropbox/Chair/boxes/2936.mat,dropbox/Chair/labels/2936.mat,dropbox/Chair/models/38930.obj,dropbox/Chair/obbs/38930.obb,dropbox/Chair/ops/2936.mat,dropbox/Chair/part mesh indices/2936.mat,dropbox/Chair/syms/2936.mat
Chair_2937,dropbox/Chair/boxes/2937.mat,dropbox/Chair/labels/2937.mat,dropbox/Chair/models/38931.obj,dropbox/Chair/obbs/38931.obb,dropbox/Chair/ops/2937.mat,dropbox/Chair/part mesh indices/2937.mat,dropbox/Chair/syms/2937.mat
Chair_2938,dropbox/Chair/boxes/2938.mat,dropbox/Chair/labels/2938.mat,dropbox/Chair/models/38932.obj,dropbox/Chair/obbs/38932.obb,dropbox/Chair/ops/2938.mat,dropbox/Chair/part mesh indices/2938.mat,dropbox/Chair/syms/2938.mat
Chair_2939,dropbox/Chair/boxes/2939.mat,dropbox/Chair/labels/2939.mat,dropbox/Chair/models/38933.obj,dropbox/Chair/obbs/38933.obb,dropbox/Chair/ops/2939.mat,dropbox/Chair/part mesh indices/2939.mat,dropbox/Chair/syms/2939.mat
Chair_294,dropbox/Chair/boxes/294.mat,dropbox/Chair/labels/294.mat,dropbox/Chair/models/2478.obj,dropbox/Chair/obbs/2478.obb,dropbox/Chair/ops/294.mat,dropbox/Chair/part mesh indices/294.mat,dropbox/Chair/syms/294.mat
Chair_2940,dropbox/Chair/boxes/2940.mat,dropbox/Chair/labels/2940.mat,dropbox/Chair/models/38934.obj,dropbox/Chair/obbs/38934.obb,dropbox/Chair/ops/2940.mat,dropbox/Chair/part mesh indices/2940.mat,dropbox/Chair/syms/2940.mat
Chair_2941,dropbox/Chair/boxes/2941.mat,dropbox/Chair/labels/2941.mat,dropbox/Chair/models/38936.obj,dropbox/Chair/obbs/38936.obb,dropbox/Chair/ops/2941.mat,dropbox/Chair/part mesh indices/2941.mat,dropbox/Chair/syms/2941.mat
Chair_2942,dropbox/Chair/boxes/2942.mat,dropbox/Chair/labels/2942.mat,dropbox/Chair/models/38938.obj,dropbox/Chair/obbs/38938.obb,dropbox/Chair/ops/2942.mat,dropbox/Chair/part mesh indices/2942.mat,dropbox/Chair/syms/2942.mat
Chair_2943,dropbox/Chair/boxes/2943.mat,dropbox/Chair/labels/2943.mat,dropbox/Chair/models/38939.obj,dropbox/Chair/obbs/38939.obb,dropbox/Chair/ops/2943.mat,dropbox/Chair/part mesh indices/2943.mat,dropbox/Chair/syms/2943.mat
Chair_2944,dropbox/Chair/boxes/2944.mat,dropbox/Chair/labels/2944.mat,dropbox/Chair/models/38940.obj,dropbox/Chair/obbs/38940.obb,dropbox/Chair/ops/2944.mat,dropbox/Chair/part mesh indices/2944.mat,dropbox/Chair/syms/2944.mat
Chair_2945,dropbox/Chair/boxes/2945.mat,dropbox/Chair/labels/2945.mat,dropbox/Chair/models/38941.obj,dropbox/Chair/obbs/38941.obb,dropbox/Chair/ops/2945.mat,dropbox/Chair/part mesh indices/2945.mat,dropbox/Chair/syms/2945.mat
Chair_2946,dropbox/Chair/boxes/2946.mat,dropbox/Chair/labels/2946.mat,dropbox/Chair/models/38942.obj,dropbox/Chair/obbs/38942.obb,dropbox/Chair/ops/2946.mat,dropbox/Chair/part mesh indices/2946.mat,dropbox/Chair/syms/2946.mat
Chair_2947,dropbox/Chair/boxes/2947.mat,dropbox/Chair/labels/2947.mat,dropbox/Chair/models/38943.obj,dropbox/Chair/obbs/38943.obb,dropbox/Chair/ops/2947.mat,dropbox/Chair/part mesh indices/2947.mat,dropbox/Chair/syms/2947.mat
Chair_2948,dropbox/Chair/boxes/2948.mat,dropbox/Chair/labels/2948.mat,dropbox/Chair/models/38945.obj,dropbox/Chair/obbs/38945.obb,dropbox/Chair/ops/2948.mat,dropbox/Chair/part mesh indices/2948.mat,dropbox/Chair/syms/2948.mat
Chair_2949,dropbox/Chair/boxes/2949.mat,dropbox/Chair/labels/2949.mat,dropbox/Chair/models/38946.obj,dropbox/Chair/obbs/38946.obb,dropbox/Chair/ops/2949.mat,dropbox/Chair/part mesh indices/2949.mat,dropbox/Chair/syms/2949.mat
Chair_295,dropbox/Chair/boxes/295.mat,dropbox/Chair/labels/295.mat,dropbox/Chair/models/2479.obj,dropbox/Chair/obbs/2479.obb,dropbox/Chair/ops/295.mat,dropbox/Chair/part mesh indices/295.mat,dropbox/Chair/syms/295.mat
Chair_2950,dropbox/Chair/boxes/2950.mat,dropbox/Chair/labels/2950.mat,dropbox/Chair/models/38947.obj,dropbox/Chair/obbs/38947.obb,dropbox/Chair/ops/2950.mat,dropbox/Chair/part mesh indices/2950.mat,dropbox/Chair/syms/2950.mat
Chair_2951,dropbox/Chair/boxes/2951.mat,dropbox/Chair/labels/2951.mat,dropbox/Chair/models/38948.obj,dropbox/Chair/obbs/38948.obb,dropbox/Chair/ops/2951.mat,dropbox/Chair/part mesh indices/2951.mat,dropbox/Chair/syms/2951.mat
Chair_2952,dropbox/Chair/boxes/2952.mat,dropbox/Chair/labels/2952.mat,dropbox/Chair/models/38949.obj,dropbox/Chair/obbs/38949.obb,dropbox/Chair/ops/2952.mat,dropbox/Chair/part mesh indices/2952.mat,dropbox/Chair/syms/2952.mat
Chair_2953,dropbox/Chair/boxes/2953.mat,dropbox/Chair/labels/2953.mat,dropbox/Chair/models/38957.obj,dropbox/Chair/obbs/38957.obb,dropbox/Chair/ops/2953.mat,dropbox/Chair/part mesh indices/2953.mat,dropbox/Chair/syms/2953.mat
Chair_2954,dropbox/Chair/boxes/2954.mat,dropbox/Chair/labels/2954.mat,dropbox/Chair/models/38958.obj,dropbox/Chair/obbs/38958.obb,dropbox/Chair/ops/2954.mat,dropbox/Chair/part mesh indices/2954.mat,dropbox/Chair/syms/2954.mat
Chair_2955,dropbox/Chair/boxes/2955.mat,dropbox/Chair/labels/2955.mat,dropbox/Chair/models/38961.obj,dropbox/Chair/obbs/38961.obb,dropbox/Chair/ops/2955.mat,dropbox/Chair/part mesh indices/2955.mat,dropbox/Chair/syms/2955.mat
Chair_2956,dropbox/Chair/boxes/2956.mat,dropbox/Chair/labels/2956.mat,dropbox/Chair/models/38962.obj,dropbox/Chair/obbs/38962.obb,dropbox/Chair/ops/2956.mat,dropbox/Chair/part mesh indices/2956.mat,dropbox/Chair/syms/2956.mat
Chair_2957,dropbox/Chair/boxes/2957.mat,dropbox/Chair/labels/2957.mat,dropbox/Chair/models/38964.obj,dropbox/Chair/obbs/38964.obb,dropbox/Chair/ops/2957.mat,dropbox/Chair/part mesh indices/2957.mat,dropbox/Chair/syms/2957.mat
Chair_2958,dropbox/Chair/boxes/2958.mat,dropbox/Chair/labels/2958.mat,dropbox/Chair/models/38965.obj,dropbox/Chair/obbs/38965.obb,dropbox/Chair/ops/2958.mat,dropbox/Chair/part mesh indices/2958.mat,dropbox/Chair/syms/2958.mat
Chair_2959,dropbox/Chair/boxes/2959.mat,dropbox/Chair/labels/2959.mat,dropbox/Chair/models/38969.obj,dropbox/Chair/obbs/38969.obb,dropbox/Chair/ops/2959.mat,dropbox/Chair/part mesh indices/2959.mat,dropbox/Chair/syms/2959.mat
Chair_296,dropbox/Chair/boxes/296.mat,dropbox/Chair/labels/296.mat,dropbox/Chair/models/2480.obj,dropbox/Chair/obbs/2480.obb,dropbox/Chair/ops/296.mat,dropbox/Chair/part mesh indices/296.mat,dropbox/Chair/syms/296.mat
Chair_2960,dropbox/Chair/boxes/2960.mat,dropbox/Chair/labels/2960.mat,dropbox/Chair/models/38970.obj,dropbox/Chair/obbs/38970.obb,dropbox/Chair/ops/2960.mat,dropbox/Chair/part mesh indices/2960.mat,dropbox/Chair/syms/2960.mat
Chair_2961,dropbox/Chair/boxes/2961.mat,dropbox/Chair/labels/2961.mat,dropbox/Chair/models/38974.obj,dropbox/Chair/obbs/38974.obb,dropbox/Chair/ops/2961.mat,dropbox/Chair/part mesh indices/2961.mat,dropbox/Chair/syms/2961.mat
